name,price_eur,size_m2,plot_size_m2,free_area_m2,rooms,location,postcode,lat,lon,url,platform,property_type,description
Wohnen wie andere Urlaub machen.... tolle Lage ...GroßesHausmit Potential,"€ 480.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a2a9fe6a4164f86ee04035d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
DIE WEIDLINGER - Stadtnah zu Krems und doch am Land-Haus5,"€ 369.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69fb4bca67051e47b3f6af1f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"TOP-KAUFPREIS, bezauberndes kleinesHausmit Traumgarten","€ 189.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69ddfb8fa65944c713be139c?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
GroßzügigesHausmit Gästebereich in St. Georgen am Längsee,"€ 599.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69bbd0a98e6fde553f5d4c42?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
DORNBIRN: CHARMANTES ZUHAUSE MIT HERZ! LIEBEVOLL SANIERTESHAUSIM ROHRBACH.,"€ 1.080.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69e251a3694996bea3eb7b0b?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Seeliegenschaft leistbar gemacht:Hausam Wasser mit Traumterrasse & eigenem Steg,"€ 199.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69de3e5c0f246c5026caa38c?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Charmantes Bergjuwel in Schruns: HistorischesHausmit atemberaubendem Bergblick!,"€ 650.000,",,,,,,,,,https://www.immobilienscout24.at/expose/68ece77d2d513a39be5d9d31?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"GroßesHausmit Potential - auf 1160 m² Grundstück, Sonnenlage","€ 1.090.000,",1160.0,,,,,,,,https://www.immobilienscout24.at/expose/6999aea2e16d18365df7eb06?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
GroßzügigesHausals Hauptwohnsitz mit Blick auf die Brixentaler Bergwelt,"€ 975.000,",,,,,,,,,https://www.immobilienscout24.at/expose/67c2b7b9003564f79b08159f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Modernes Neubau-Reihenhaus in Top Lage (Haus4),"€ 649.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69f8e599897bd2a11f63117f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
IHR RÜCKZUGSORT AN DER ALTEN DONAU - CHARMANTESHAUSAUF EIGENGRUND,"€ 568.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a2760e18ce9dcbf8e112d42?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Exklusive Einfamilienhäuser in Hintersdorf: Luxus und Natur im Einklang -Haus4,"€ 390.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a32ef4b32d84e121f89c34a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
RUHELAGE - ÄlteresHausmit großem Garten sucht neue Besitzer,"€ 375.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a424ca646532fb085cca60b?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Verborgene EleganzHausauf Eigengrund in Maria Gugging,"€ 599.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69ba164ff32b0b96bd1d8ddf?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Raum für Familie, Sommer und Lebensqualität –Hausmit Pool und Terrassen","€ 690.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3e60ec47cf2676677f76a5?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
GemütlichesHausfür SELBERMACHER - mit Garten und Pool in ruhiger Wohngegend Wiens,"€ 875.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69ba164d495d6df300af76e2?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"PROVISIONSFREI - GROSSES EF-HAUSMIT POOL UND ZWEI GARAGEN, neuer Preis!!!","€ 698.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6989d2ee6251af88893fea60?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Hochwertige Doppelhaushälfte in ruhiger Aussichtslage -Haus03,"€ 495.300,",,,,,,,,,https://www.immobilienscout24.at/expose/6944280ea33b3beeeeeb44a9?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"NATUR - RUHE - HERRLICHER AUSBLICK - ZweiHäuser, großer Garten, Doppelgarage!","€ 747.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3ba7ae23efdfa5dccd6a05?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
AUF GROßEM GRUNDSTÜCK: EntzückendesHausinklusive Garage,"€ 379.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a158ca4837405ef3d74cdce?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"TraumhaftesHausin idyllischer Lage - ca. 1300m² in Weidlingbach, Niederösterreich","€ 1.050.000,",1300.0,,,,,,,,https://www.immobilienscout24.at/expose/69a54692d56c5df7e3804fcb?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"TraumhaftesHausin idyllischer Lage - ca. 1300m² in Weidlingbach, Niederösterreich","€ 1.150.000,",1300.0,,,,,,,,https://www.immobilienscout24.at/expose/699d72c8a59ed64d00559bb9?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"EINHAUS, EIN ÄFFCHEN UND EIN PFERD - HIER MACHST DU DIR DIE WELT, WIDEWITT SIE DIR GEFÄLLT!","€ 1.190.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69f1ee9d9450418bfadcd04c?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
️Belagsfertig - FreistehendesHaus️ mit Garten in Wimpassing ab 325.000 €,"€ 325.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69d4dd9f21d56b4b8f2eaae3?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Hausmit viel Potenzial in Stockerau | Wunderschöner Garten | Loggia | Keller | Saniertes Dach,"€ 419.000,",,,,,,,,,https://www.immobilienscout24.at/expose/68b60eb5bcb9e66ece2f14e8?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Viel Platz für die ganze Familie –Hausmit Garten, Keller und Ausbaureserve","€ 349.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a33bb4a77638d2a2bdf1b18?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"6,5-Zimmer-Hausin Hohenau – großer Garten, viel Privatsphäre & Platz zum Wohlfühlen","€ 147.500,",,,,,,,,,https://www.immobilienscout24.at/expose/6a15e6fa96993df3c0a3ded1?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"GroßzügigesHausin Grazer Toplage, Potenzial inklusive!","€ 790.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a33ea52d3cb345ea04abb9e?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Charmantes unterkellertesHausmit Entwicklungspotenzial in Weidlingbach mit großem Garten und Waldblick,"€ 800.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a1ab5980aebc4a9d6df9ce6?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Pressbaum / Dürrwien - zwei schlüsselfertige HARTL-HausDoppelhaushälften *bezugsfertig*,"€ 579.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a38cb97a285f688987a1a8d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
NEUWERTIGESHAUSMIT GROSSZÜGIGEM UND TRAUMHAFTEM GARTEN IN BÜRMOOS,"€ 589.950,",,,,,,,,,https://www.immobilienscout24.at/expose/69eb5b4b826d011b5c3d90db?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Top Grundstück mit einem Charmanten 4-Zi-Hausin Lieserbrücke.,"€ 380.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a33c71377638d2a2bdf2b00?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
LeistbaresHausmit eigenem Weinkeller – ideal für Wien-Pendler | 89.000 €,"€ 89.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69aae4bb48d8a20af8bf67a2?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"[Kaufanbot erhalten]Hausmit Aussicht über Hausbrunn - für nur 94.500,-","€ 94.500,",,,,,,,,,https://www.immobilienscout24.at/expose/69a59c38b62f3ec971e6af00?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
CharmantesHausmit Panoramablick - nur ca. 1 Stunde von Wien entfernt,"€ 285.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69c85a2c904c46fa91c176d6?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Ein Platz für große Träume:Hausmit großem Grundstück, Waldstück & Lagerhalle in Wiesen","€ 249.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a2a51f1b2b740f1c067f6b3?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
CharmantesHausmit Garten in bester Döblinger Lage – viel Potenzial zur Neugestaltung,"€ 2.980.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a2bb9d59faaec815c4f490e?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Modernisiertes, energieeffizientesHaus, mit viel Platz für Büro/Praxis – Breitenfurt","€ 980.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a16f6f705d6bed961b4c099?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Rarität:Hausin ruhigem Weiler am Mieminger Plateau,"€ 835.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a018c0284436e3d98334bbd?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Charmantes 3-Zi-Hausmit Pool und großzügigen Nebengebäuden in Wolfsgraben,"€ 450.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3c51b023efdfa5dcce3668?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"HAUSBESICHTIGEN: DOPPELHAUSHÄLFTE im Salzkammergut: Laakirchen - In der Au ab € 565.000,-","€ 565.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a29a45b36d25daf4f64a6c8?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Hausmitten in Mondsee zu verkaufen - Tolle zentrale Lage,"€ 1.250.000,",,,,,,,,,https://www.immobilienscout24.at/expose/67ab1f27c5810e521f73425d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"2 großeHäusernebeneinander, Fernblick, angrenzender Wald optional","€ 645.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69e8617f235687b8623f0abc?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Perfekte Harmonie:Haus, Grundstück & Finanzierung aus einer Hand.","€ 649.500,",,,,,,,,,https://www.immobilienscout24.at/expose/69919380b416737c00f94953?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Hausim Segelhafen West in Neusiedl am See zum Verkauf,"€ 550.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a27e8c47ee84e039e46804a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
GepflegtesHausmit Charme und Flair auf traumhaftem Grundstück!,"€ 650.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69c14df8996eda5932e19b34?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
ZUSÄTZLICH VIEL PLATZ FÜR EIN 2.HAUS(noch 236 m² verbaubare Fläche),"€ 595.000,",236.0,,,,,,,,https://www.immobilienscout24.at/expose/69c2b494de7cc0503ec27fcf?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Neubau-Hausmit 156 m2 + Garage mit Wirtschaftsraum 58,84 m2","€ 620.000,",,,,,,,,,https://www.immobilienscout24.at/expose/690e2130db967d6546e7b03e?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
ALPEN REGION HOCHSCHWAB: GepflegtesHausim Verbund mit der Natur.,"€ 195.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3062ef6b8e464c209505b0?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
ModernesHausmit 2 WohnEinheiten in Kirchdorf-Zentrum,"€ 599.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a0d8b128abf2da1b7be5442?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Hausab 01.06.2026 verfügbar | Anlageobjekt ca. 7% Soll-Rendite,"€ 495.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a2c7d197ca013173f9f4d37?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Zum Wohlfühlen: LichtdurchflutetesHausmit Naturpool Nahe Neusiedlersee,"€ 1.348.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a1d79540aebc4a9d6e817d6?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
SanierungsbedürftigesHausin Ruhelage auf großzügigen Grundstück mit Entwicklungspotential,,,,,,,,,,https://www.immobilienscout24.at/expose/6a2485aa94879e9b13824627?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
6-Zi-Hausmit Garten & Garage in Unterloibl - Ferlach – nur 275.000 €!,"€ 275.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a0194bec3a521c369fdcf35?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Hausmit Charakter: Großzügiges Ein- oder Zweifamilienhaus in sonniger Waldrandlage,"€ 748.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a16b54080ff132227b803e2?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"GroßesHaus, 4 Wohneinheiten möglich mit ruhigem Garten",,,,,,,,,,https://www.immobilienscout24.at/expose/6a23ef3a6dd301ab030ad9fa?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Rarität in Ramsau am Dachstein –Hausmit 4 Wohneinheiten & attraktivem Vermietungspotenzial.,"€ 1.450.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a2a63ca7bdb3c69b061a69b?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
AltesHausmit Seele – wartet auf liebevolle Sanierung,"€ 65.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a2860b17ee84e039e472da9?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
++++30 BETTENHAUS- VOLL VERMIETET - VERMIETERSERVICE INKLUDIERT - 7% RENDITE++++,"€ 946.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69eb7cbd8ebc21b18b59daa0?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Attraktives Einfamilienhaus in Lustenau - Hohenemser Straße |Haus1,"€ 739.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a1da7130aebc4a9d6e87881?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"4,6 ha Grund -Hausmittendrin - Einzellage - für Selbstversorger perfekt","€ 580.000,",,,,,,,,,https://www.immobilienscout24.at/expose/691309f746fd3ca8bfe0311e?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WOHNEN AM SEE, ERBAUEN SIE SICH IHREN WOHNTRAUM MIT SEEZUGANG-Hausmit Keller in Trockenparzelle","€ 230.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69aefc02561b6d38597285e6?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Siegendorf - Verwirklichen Sie Ihren Wohntraum –Hausmit Potenzial, Garten & Nebengebäude","€ 255.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69de95e274fa6948defb24ce?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Attraktives Einfamilienhaus in Lustenau - Hohenemser Straße |Haus2,"€ 745.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a1da88e994c1430127f1d39?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Wohnen in Ruhelage am Waldrand – modernisiertesHausmit Pool & Grünblick,"€ 438.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a0dd8e98abf2da1b7becc41?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Charmantes kleinesHausin ruhiger Lage mit Blick auf die Burg Voitsberg,"€ 186.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69c0f27d76f3c820dd007691?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
GroßzügigesHausmit ruhigem Eckgrundstück in attraktiver Lage Oberwaltersdorf !,"€ 470.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69fda0b5a8a5fc789b259e8a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
+++Hausmit großem Grundstück in zentraler Lage von Oberpullendorf+++,"€ 209.900,",,,,,,,,,https://www.immobilienscout24.at/expose/6a2d15f6f2ccdf265e3139f1?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Hausmit zahlreichen Nutzungsmöglichkeiten - Wohnen, Arbeiten, als zwei Appartements vermieten u.v.m.","€ 179.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69827cd7848ebe2f863e03b5?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
CharmantesHausin Strasshof nur 5 Gehminuten vom Bahnhof Silberwald entfernt!,"€ 324.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a33bbb9b53d51ef2adbb529?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Außergewöhnliches Wohnen in Satteins -Hausmit Ausblick und großem Grundstück!,"€ 950.000,",,,,,,,,,https://www.immobilienscout24.at/expose/685b91ba67166f04b507e34a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Traumlage trifft Raumwunder: Gepflegtes 8-Zimmer-Hausmit Garten und Ausblick,"€ 419.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a02e5129ce6b4f605cde2b8?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Modernisiertes 3-Zi-Hausin Teesdorf mit Garten, Terrasse und Stellplatz – 349.000 €","€ 349.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69eb96718ebc21b18b59ec0a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
MehrgenerationenHausim Zentrum von Kirchbichl bietet Platz für 2 Familien,"€ 1.410.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69b30c0cc1ea900a3bfcffda?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Floridsdorf / sonniger Baugrund mit einem kleinemHaus/ € 498.000,00","€ 498.000,00",,,,,,,,,https://www.immobilienscout24.at/expose/699454d8f77548c598530482?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
GEPFLEGTES EINFAMILIEN-HAUSMIT GROSSER GARAGE/HALLE!,"€ 169.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69e7a8a86f96aa67dcfc002b?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Einziehen, wohlfühlen, ausbauen:Hausmit 5 Zimmern & zusätzlichem Wohnraum im Dach","€ 499.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69ca57d6e7d3bc2dce04a19f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Hausmit 712 m² Grund, Garage & Werkstatt in Berndorf","€ 379.000,",712.0,,,,,,,,https://www.immobilienscout24.at/expose/6a0eca3005ff59271dc38659?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
BEZUGSFERTIGESHAUSMIT SCHÖNEM SÜD-GARTEN IM HERZEN VOM BREITENFURT,"€ 495.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a33fc84d3cb345ea04ad17a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
DasHausam Seeberg - Bereit für Ihr neues Zuhause am Attersee?,"€ 1.380.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69f37e9a897bd2a11f561407?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
***PREISREDUKTION ! ***LeistbaresHausmit Potenzial in TOLLER LAGE in Klosterneuburg-Kierling !,"€ 319.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3b811eb4ff6001bfae2fdd?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
BezauberndesHausmit großem Garten in Toplage und mit Weitblick!,"€ 495.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a2c445b7ca013173f9f1c7e?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
GünstigesHausmit Potenzial: Ideal für Handwerker und Großfamilien!,,,,,,,,,,https://www.immobilienscout24.at/expose/69386caa7acac95eafba2ff1?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"EntzückendesHausmit großem, uneinsehbarem Garten, Werkstätten und vielseitigen Nutzungsmöglichkeiten!","€ 249.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a284fa85e963a4940768fd8?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
moderne Neubau- Doppelhaushälfte mit 5 Zimmern in Kallham -Haus3,"€ 1.320,",,,,,,,,,https://www.immobilienscout24.at/expose/69e0a6a6694996bea3e847e1?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Hausin Rankweil mit Garten, Garage & Bergblick – Renovierungsprojekt mit viel Potential","€ 649.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a428bcd46532fb085cd0cf0?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Großes, fast neuesHausin Berndorf mit schönem Fernblick","€ 730.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69955ee7e0a07f5363bb14a5?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"VollsaniertesHausmit 4 Einheiten und Rohdachboden, Nähe Sternwartepark","€ 12.500,",,,,,,,,,https://www.immobilienscout24.at/expose/69a7172b3dcbcb30aa295910?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Zwei Wohnbereiche unter einem Dach – großesHausmit Garten & Nebengebäuden,"€ 99.900,",,,,,,,,,https://www.immobilienscout24.at/expose/69fa3e7ba4937fccb4aa459e?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
ExklusivesHausin Lanzendorf * Pool * Garage * Sauna *,"€ 1.620.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69aed2b1bc5280a3248ef511?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
SchickesHausmit zwei Wohneinheiten - zentrale Lage Feldkirchen,"€ 619.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3fa5aaf5656c090fe94898?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Renovierungsbedürftiges Retro-Hausmit Indoor-Pool und viel Gestaltungspotenzial,"€ 750.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a0b513f67e26614cd8c6eef?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
